iter	Passed	Remaining
522	1130	1030
523	1135	1031
524	1138	1029
525	1140	1027
526	1142	1025
527	1144	1023
528	1146	1020
529	1148	1018
530	1151	1017
531	1153	1015
532	1156	1013
533	1158	1010
534	1160	1008
535	1162	1006
536	1164	1004
537	1166	1001
538	1168	999
539	1170	997
540	1172	994
541	1174	992
542	1176	990
543	1178	987
544	1180	985
545	1182	983
546	1184	980
547	1186	978
548	1188	976
549	1190	974
550	1192	972
551	1195	970
552	1197	968
553	1201	967
554	1203	965
555	1205	962
556	1207	960
557	1209	958
558	1212	956
559	1214	953
560	1216	951
561	1218	949
562	1220	947
563	1222	945
564	1224	942
565	1227	941
566	1229	939
567	1231	936
568	1233	934
569	1235	932
570	1238	930
571	1240	928
572	1242	925
573	1245	924
574	1247	921
575	1249	919
576	1251	917
577	1253	915
578	1255	913
579	1256	909
580	1258	907
581	1260	905
582	1263	903
583	1265	901
584	1266	898
585	1268	896
586	1271	894
587	1273	891
588	1274	889
589	1276	887
590	1278	884
591	1281	883
592	1283	880
593	1285	878
594	1286	875
595	1289	874
596	1291	871
597	1293	869
598	1295	867
599	1297	865
600	1299	862
601	1302	860
602	1303	858
603	1305	855
604	1307	853
605	1309	851
606	1311	848
607	1313	846
608	1315	844
609	1316	841
610	1319	839
611	1321	837
612	1323	835
613	1325	833
614	1326	830
615	1328	827
616	1330	825
617	1331	822
618	1332	820
619	1335	818
620	1337	816
621	1339	813
622	1340	811
623	1342	809
624	1345	807
625	1347	804
626	1349	802
627	1351	800
628	1353	798
629	1355	796
630	1357	793
631	1359	791
632	1361	789
633	1364	787
634	1366	785
635	1367	782
636	1369	780
637	1371	778
638	1373	776
639	1375	773
640	1377	771
641	1379	769
642	1381	767
643	1383	764
644	1385	762
645	1387	760
646	1389	758
647	1391	755
648	1393	753
649	1394	751
650	1396	748
651	1402	748
652	1404	746
653	1407	744
654	1409	742
655	1411	740
656	1415	738
657	1417	736
658	1419	734
659	1421	732
660	1422	729
661	1425	727
662	1427	725
663	1430	723
664	1432	721
665	1434	719
666	1439	718
667	1441	716
668	1443	714
669	1445	712
670	1448	710
671	1451	708
672	1453	706
673	1455	704
674	1456	701
675	1458	699
676	1459	696
677	1463	694
678	1465	692
679	1467	690
680	1469	688
681	1471	686
682	1475	684
683	1476	682
684	1479	680
685	1481	677
686	1482	675
687	1486	673
688	1487	671
689	1489	669
690	1491	667
691	1493	664
692	1495	662
693	1497	660
694	1499	657
695	1500	655
696	1502	653
697	1504	651
698	1506	648
699	1508	646
700	1512	645
701	1514	642
702	1516	640
703	1518	638
704	1520	636
705	1521	633
706	1525	632
707	1528	630
708	1530	628
709	1532	625
710	1534	623
711	1536	621
712	1537	618
713	1539	616
714	1541	614
715	1543	612
716	1544	609
717	1546	607
718	1547	604
719	1550	602
720	1552	600
721	1553	598
722	1555	596
723	1559	594
724	1561	592
725	1563	590
726	1565	587
727	1567	585
728	1569	583
729	1572	581
730	1574	579
731	1575	576
732	1578	574
733	1579	572
734	1581	570
735	1583	568
736	1586	566
737	1588	563
738	1590	561
739	1592	559
740	1593	557
741	1596	555
742	1598	552
743	1600	550
744	1602	548
745	1603	546
746	1605	543
747	1607	541
748	1609	539
749	1611	537
750	1613	534
751	1614	532
752	1615	529
753	1617	527
754	1618	525
755	1620	523
756	1622	520
757	1623	518
758	1625	516
759	1627	513
760	1629	511
761	1631	509
762	1634	507
763	1636	505
764	1638	503
765	1640	501
766	1642	499
767	1644	496
768	1647	494
769	1652	493
770	1654	491
771	1656	489
772	1659	487
773	1663	485
774	1665	483
775	1667	481
776	1670	479
777	1675	478
778	1677	475
779	1679	473
780	1683	471
781	1686	470
782	1688	467
783	1691	465
784	1692	463
785	1697	462
786	1699	459
787	1701	457
788	1703	455
789	1707	453
790	1710	451
791	1712	449
792	1714	447
793	1717	445
794	1719	443
795	1723	441
796	1725	439
797	1727	437
798	1730	435
799	1732	433
800	1734	430
801	1736	428
802	1738	426
803	1739	424
804	1741	421
805	1743	419
806	1746	417
807	1748	415
808	1749	413
809	1751	410
810	1753	408
811	1755	406
812	1758	404
813	1759	402
814	1761	399
815	1763	397
816	1766	395
817	1768	393
818	1769	391
819	1772	389
820	1774	386
821	1775	384
822	1777	382
823	1780	380
824	1782	378
825	1784	375
826	1785	373
827	1787	371
828	1789	369
829	1791	366
830	1793	364
831	1796	362
832	1798	360
833	1800	358
834	1803	356
835	1828	358
836	1830	356
837	1832	354
838	1834	352
839	1839	350
840	1842	348
841	1850	347
842	1852	344
843	1854	342
844	1855	340
845	1858	338
846	1860	336
847	1861	333
848	1863	331
849	1865	329
850	1867	326
851	1869	324
852	1872	322
853	1874	320
854	1876	318
855	1878	315
856	1880	313
857	1882	311
858	1885	309
859	1887	307
860	1889	305
861	1891	302
862	1893	300
863	1897	298
864	1899	296
865	1901	294
866	1902	291
867	1904	289
868	1906	287
869	1909	285
870	1911	283
871	1912	280
872	1914	278
873	1916	276
874	1918	274
875	1919	271
876	1922	269
877	1924	267
878	1926	265
879	1928	262
880	1930	260
881	1932	258
882	1934	256
883	1936	254
884	1938	251
885	1939	249
886	1941	247
887	1942	244
888	1944	242
889	1946	240
890	1948	238
891	1950	236
892	1952	233
893	1953	231
894	1956	229
895	1958	227
896	1960	225
897	1962	222
898	1962	220
899	1964	218
900	1966	216
901	1968	213
902	1971	211
903	1972	209
904	1973	207
905	1975	204
906	1977	202
907	1979	200
908	1981	198
909	1983	196
910	1985	193
911	1988	191
912	1989	189
913	1991	187
914	1993	185
915	1996	183
916	1998	180
917	1999	178
918	2002	176
919	2003	174
920	2005	172
921	2007	169
922	2009	167
923	2010	165
924	2012	163
925	2015	161
926	2016	158
927	2018	156
928	2019	154
929	2021	152
930	2023	149
931	2025	147
932	2026	145
933	2027	143
934	2029	141
935	2031	138
936	2033	136
937	2035	134
938	2037	132
939	2039	130
940	2041	128
941	2042	125
942	2044	123
943	2046	121
944	2048	119
945	2051	117
946	2053	114
947	2054	112
948	2056	110
949	2058	108
950	2060	106
951	2061	103
952	2063	101
953	2065	99
954	2067	97
955	2069	95
956	2071	93
957	2073	90
958	2075	88
959	2077	86
960	2079	84
961	2080	82
962	2083	80
963	2085	77
964	2085	75
965	2087	73
966	2089	71
967	2091	69
968	2093	66
969	2095	64
970	2097	62
971	2098	60
972	2100	58
973	2102	56
974	2103	53
975	2106	51
976	2108	49
977	2109	47
978	2110	45
979	2113	43
980	2115	40
981	2116	38
982	2118	36
983	2120	34
984	2122	32
985	2124	30
986	2127	28
987	2128	25
988	2130	23
989	2132	21
990	2136	19
991	2137	17
992	2138	15
993	2140	12
994	2142	10
995	2144	8
996	2146	6
997	2148	4
998	2150	2
999	2152	0
