iter	RMSE
216	4672.203817
217	4665.11849
218	4658.339102
219	4651.606055
220	4644.429855
221	4636.717892
222	4629.463129
223	4622.701396
224	4615.309892
225	4608.298084
226	4601.720431
227	4595.495251
228	4588.572869
229	4581.964285
230	4576.131226
231	4570.283377
232	4564.030661
233	4557.925881
234	4551.661519
235	4545.794989
236	4540.383203
237	4534.953069
238	4529.791704
239	4523.823176
240	4518.324491
241	4513.726811
242	4507.816502
243	4502.770415
244	4497.748589
245	4492.351591
246	4488.143699
247	4482.101696
248	4478.238109
249	4473.719008
250	4468.797723
251	4464.652302
252	4460.205256
253	4455.558243
254	4451.822524
255	4446.529068
256	4442.403651
257	4437.601538
258	4434.530431
259	4430.800507
260	4427.328138
261	4422.677985
262	4418.322143
263	4414.85036
264	4410.440218
265	4406.107953
266	4402.469061
267	4398.493537
268	4394.802792
269	4390.953895
270	4387.151115
271	4383.41889
272	4378.981679
273	4375.781866
274	4371.439965
275	4369.492588
276	4365.826861
277	4362.275204
278	4358.508811
279	4354.862053
280	4351.674467
281	4348.08742
282	4344.915724
283	4340.812772
284	4337.568305
285	4333.851293
286	4330.130179
287	4328.756714
288	4325.045484
289	4321.579355
290	4318.378523
291	4315.498466
292	4312.512679
293	4309.480905
294	4306.488626
295	4303.941982
296	4301.609948
297	4299.26699
298	4296.265593
299	4293.305428
300	4290.688907
301	4287.943153
302	4284.954353
303	4281.858207
304	4279.17056
305	4278.149271
306	4275.704848
307	4272.639012
308	4269.822125
309	4268.377561
310	4265.14748
311	4262.702836
312	4260.264284
313	4257.932831
314	4255.568275
315	4252.749262
316	4250.152027
317	4247.631682
318	4245.165727
319	4242.50729
320	4240.008602
321	4237.468916
322	4236.316154
323	4234.494682
324	4232.524751
325	4230.463835
326	4228.752626
327	4226.550232
328	4224.287312
329	4222.0578
330	4219.880709
331	4217.88511
332	4215.637837
333	4213.666086
334	4211.678368
335	4209.77434
336	4207.864172
337	4206.31909
338	4204.652211
339	4202.644492
340	4199.688585
341	4197.847405
342	4196.221771
343	4194.049584
344	4191.739442
345	4189.632547
346	4187.243427
347	4185.436757
348	4183.929122
349	4182.237524
350	4180.483653
351	4178.425994
352	4177.411018
353	4176.623582
354	4174.939915
355	4172.967743
356	4171.336688
357	4170.48923
358	4168.392613
359	4166.988428
360	4165.346698
361	4163.417648
362	4161.68668
363	4160.519616
364	4158.778988
365	4156.476836
366	4153.884106
367	4151.306042
368	4149.687625
369	4148.235975
370	4147.192322
371	4145.956252
372	4144.103784
373	4142.909547
374	4141.567599
375	4139.926898
376	4138.505234
377	4137.387497
378	4136.235718
379	4135.465575
380	4134.470239
381	4134.16038
382	4132.537063
383	4131.456051
384	4130.034064
385	4129.018553
386	4127.501372
387	4126.214024
388	4124.290102
389	4123.0395
390	4121.71163
391	4120.380522
392	4119.792192
393	4118.136157
394	4116.552395
395	4115.331662
396	4113.815168
397	4112.62048
398	4111.355508
399	4109.646963
400	4108.41198
401	4106.057323
402	4105.400711
403	4104.230398
404	4103.34387
405	4101.586852
406	4100.361258
407	4097.964688
408	4096.822558
409	4095.892952
410	4094.187782
411	4092.547727
412	4091.62707
413	4090.517234
414	4089.221612
415	4087.500641
416	4085.836439
417	4084.845771
418	4083.635568
419	4081.961192
420	4080.562309
421	4079.594028
422	4078.666986
423	4077.682984
424	4076.048132
425	4074.96442
426	4073.868693
427	4071.855875
428	4070.374094
429	4069.091616
430	4068.47562
431	4067.088238
432	4065.872585
433	4065.473644
434	4063.991132
435	4062.542032
436	4061.63773
437	4059.957404
438	4059.56907
439	4058.068169
440	4057.421457
441	4056.650339
442	4055.860754
443	4054.847502
444	4054.208754
445	4053.559598
446	4052.580842
447	4050.887551
448	4049.966287
449	4048.628778
450	4047.294469
451	4046.396463
452	4045.769072
453	4044.809664
454	4043.711772
455	4042.944986
456	4041.87696
457	4040.646777
458	4039.565408
459	4038.960609
460	4038.417822
461	4037.341537
462	4036.269241
463	4035.52651
464	4033.755519
465	4033.082746
466	4032.363173
467	4032.132638
468	4031.632072
469	4030.621852
470	4029.807777
471	4029.281314
472	4028.334212
473	4027.668051
474	4026.93904
475	4026.230307
476	4025.514122
477	4024.402317
478	4023.41929
479	4023.118797
480	4022.515274
481	4021.848606
482	4021.036765
483	4019.566141
484	4018.45264
485	4018.170544
486	4017.153292
487	4015.758198
488	4014.908299
489	4013.893077
490	4013.159084
491	4011.612017
492	4010.576694
493	4009.277219
494	4008.762759
495	4007.700163
496	4006.806142
497	4005.337107
498	4004.802156
499	4004.041338
500	4003.36476
501	4001.979272
502	4001.269786
503	4000.35827
504	3999.436576
505	3998.582488
506	3998.108288
507	3997.09586
508	3996.559607
509	3995.548893
510	3994.682818
511	3993.860952
512	3993.101916
513	3992.334525
514	3991.57555
515	3991.278566
516	3990.903059
517	3989.988844
518	3988.907836
519	3988.51372
520	3987.574695
521	3986.554952
522	3985.579601
523	3984.546071
524	3983.35228
525	3982.599099
526	3981.769125
527	3980.780234
528	3979.412961
529	3978.562039
530	3977.929757
531	3977.276856
532	3976.126909
533	3975.602503
534	3974.915752
535	3974.007384
536	3972.876909
537	3971.540376
538	3970.676868
539	3969.795164
540	3968.822027
541	3967.964315
542	3967.135267
543	3966.450713
544	3965.931018
545	3965.054309
546	3964.314626
547	3963.660357
548	3962.769609
549	3962.345054
550	3961.340887
551	3960.604644
552	3959.375744
553	3959.026041
554	3958.145251
555	3957.014525
556	3956.089238
557	3955.02992
558	3954.489934
559	3954.070353
560	3952.927027
561	3952.120421
562	3951.265762
563	3949.882089
564	3949.26255
565	3948.444018
566	3947.720898
567	3946.68173
568	3945.860126
569	3944.510469
570	3943.942595
571	3942.783324
572	3941.57958
573	3941.207768
574	3940.44679
575	3939.743248
576	3939.219493
577	3938.047224
578	3937.602243
579	3937.567295
580	3937.129445
581	3936.596697
582	3936.477143
583	3936.131566
584	3935.327077
585	3933.969579
586	3933.393681
587	3932.739516
588	3932.154871
589	3931.132711
590	3930.882614
591	3930.239245
592	3929.613985
593	3928.414743
594	3927.811766
595	3926.952926
596	3926.605982
597	3925.766535
598	3925.129594
599	3924.242636
600	3924.030817
601	3923.127986
602	3922.755491
603	3922.042146
604	3921.440176
605	3921.213393
606	3920.170123
607	3919.635548
608	3919.273416
609	3918.347159
610	3917.514198
611	3916.513333
612	3915.947402
613	3915.098237
614	3913.65044
615	3913.368791
616	3912.243733
617	3912.097866
618	3911.20485
619	3910.209443
620	3909.734344
621	3908.541334
622	3907.86175
623	3906.971287
624	3906.308926
625	3905.166187
626	3904.739082
627	3904.001574
628	3903.192444
629	3902.670311
630	3902.162898
631	3901.548339
632	3901.300202
633	3900.377594
634	3899.624282
635	3899.108362
636	3898.208809
637	3897.462517
638	3896.647535
639	3896.126003
640	3895.05822
641	3894.339425
642	3893.861546
643	3893.120173
644	3892.24495
645	3891.374125
646	3890.474887
647	3889.95554
648	3888.950418
649	3888.763019
650	3887.793843
651	3886.747343
652	3886.106524
653	3885.541144
654	3884.436437
655	3883.963724
656	3882.81429
657	3882.353301
658	3881.781754
659	3880.278956
660	3880.218523
661	3879.299967
662	3878.4992
663	3877.978337
664	3876.856485
665	3875.516639
666	3874.738917
667	3874.270742
668	3873.516161
669	3872.483002
670	3872.009496
671	3871.20397
672	3870.450992
673	3870.033009
674	3869.899456
675	3868.873842
676	3868.698159
677	3868.246454
678	3867.875077
679	3867.36395
680	3866.675425
681	3866.065275
682	3865.540648
683	3864.226415
684	3863.809974
685	3863.186185
686	3862.425473
687	3862.158578
688	3861.636107
689	3861.177589
690	3860.21497
691	3859.726857
692	3858.910756
693	3858.391365
694	3857.619083
695	3857.185916
696	3856.359401
697	3855.750341
698	3854.888558
699	3854.452462
700	3854.12189
701	3853.414442
702	3852.463268
703	3852.252827
704	3851.687136
705	3851.316728
706	3850.430914
707	3849.865957
708	3848.488331
709	3847.827618
710	3847.548275
711	3846.347355
712	3845.921881
713	3845.550244
714	3845.199036
715	3844.644855
716	3844.54279
717	3843.473963
718	3843.114732
719	3842.628326
720	3842.177964
721	3841.988392
722	3841.642025
723	3841.048851
724	3840.638512
725	3840.117587
726	3839.250582
727	3838.91352
728	3838.460385
729	3837.888785
730	3837.347827
731	3836.412531
732	3835.794052
733	3835.273529
734	3834.12183
735	3833.566344
736	3833.061406
737	3832.044492
738	3831.583338
739	3830.142759
740	3828.574351
741	3828.012669
742	3827.398128
743	3826.954638
744	3826.340718
745	3826.175323
746	3825.208322
747	3824.790542
748	3823.524263
749	3823.141418
750	3822.858426
751	3822.801997
752	3822.754837
753	3822.069478
754	3821.564384
755	3821.16098
756	3820.338467
757	3820.264578
758	3819.918337
759	3819.227076
760	3818.672469
761	3817.783805
762	3817.121445
763	3816.170148
764	3815.393248
765	3814.089678
766	3813.493973
767	3813.152354
768	3812.434101
769	3811.976178
770	3810.705514
771	3810.592276
772	3810.042077
773	3809.249656
774	3808.989024
775	3808.675096
776	3807.703379
777	3806.611814
778	3806.355269
779	3805.779965
780	3804.238839
781	3803.715144
782	3802.756755
783	3801.856314
784	3801.765517
785	3800.891339
786	3800.561214
787	3800.219753
788	3799.910776
789	3799.317757
790	3798.852977
791	3798.534895
792	3798.068035
793	3797.971475
794	3797.270637
795	3796.394363
796	3795.736164
797	3795.264057
798	3794.446327
799	3793.635748
800	3793.255709
801	3792.158275
802	3791.160886
803	3790.516882
804	3790.165207
805	3789.252436
806	3788.812292
807	3788.614506
808	3788.444991
809	3787.899918
810	3787.39802
811	3786.8867
812	3786.09949
813	3785.596215
814	3785.221239
815	3784.504731
816	3784.237168
817	3783.617017
818	3783.108035
819	3782.71005
820	3782.362101
821	3781.62547
822	3781.117806
823	3780.863133
824	3780.538046
825	3780.041416
826	3779.9987
827	3779.406406
828	3778.999542
829	3778.721029
830	3778.06444
831	3777.634364
832	3776.937949
833	3775.946207
834	3775.678674
835	3775.254122
836	3775.157217
837	3774.817099
838	3774.198565
839	3773.314389
840	3772.554608
841	3771.825495
842	3771.477763
843	3771.111042
844	3769.774259
845	3769.418921
846	3769.051394
847	3769.030376
848	3768.260166
849	3767.928193
850	3767.463575
851	3767.390818
852	3766.082627
853	3764.601387
854	3764.117917
855	3762.992922
856	3762.672891
857	3762.458691
858	3762.15132
859	3761.60105
860	3761.014627
861	3760.559598
862	3760.305678
863	3759.953369
864	3759.430259
865	3758.855292
866	3758.084738
867	3757.555373
868	3756.539685
869	3756.164909
870	3755.63066
871	3754.302838
872	3753.82979
873	3753.777053
874	3753.61676
875	3753.212615
876	3752.409957
877	3752.189324
878	3751.733109
879	3751.190744
880	3750.135653
881	3749.8281
882	3748.902589
883	3748.685074
884	3748.083203
885	3748.032792
886	3747.590671
887	3747.513302
888	3746.591588
889	3746.526699
890	3746.156231
891	3745.649097
892	3744.994939
893	3744.208248
894	3743.868638
895	3743.25272
896	3742.688065
897	3742.369044
898	3742.35882
899	3742.152058
900	3741.390154
901	3740.609727
902	3740.467333
903	3740.450939
904	3740.110893
905	3739.609305
906	3739.342818
907	3739.073654
908	3738.454633
909	3738.102969
910	3737.584975
911	3736.87381
912	3736.673439
913	3736.445457
914	3736.117347
915	3735.393858
916	3735.119833
917	3734.723727
918	3733.974238
919	3733.950627
920	3733.708387
921	3733.509775
922	3733.200286
923	3731.743569
924	3731.444427
925	3731.349732
926	3731.257331
927	3730.96469
928	3730.544555
929	3730.280671
930	3729.562618
931	3729.003768
932	3728.945643
933	3728.931944
934	3728.086027
935	3727.803342
936	3727.651043
937	3727.486191
938	3727.407418
939	3726.787396
940	3726.409489
941	3726.208619
942	3726.150006
943	3725.778133
944	3725.055202
945	3724.680643
946	3723.91177
947	3723.632643
948	3723.572178
949	3723.552999
950	3723.291805
951	3722.75879
952	3722.662231
953	3722.298562
954	3721.494286
955	3721.429944
956	3721.151411
957	3720.963324
958	3720.65495
959	3720.035247
960	3719.735536
961	3719.648034
962	3719.510472
963	3719.13518
964	3719.113256
965	3718.895245
966	3718.628007
967	3718.283906
968	3717.584893
969	3717.527511
970	3717.192794
971	3717.16242
972	3717.109316
973	3716.985637
974	3716.890766
975	3716.834345
976	3716.376181
977	3716.000475
978	3715.985452
979	3715.895369
980	3715.714309
981	3715.668183
982	3714.978864
983	3714.609034
984	3714.411442
985	3714.259923
986	3713.140098
987	3712.878627
988	3711.517749
989	3710.756944
990	3709.741953
991	3709.666348
992	3709.653677
993	3709.426997
994	3708.680706
995	3707.663747
996	3706.873907
997	3706.237086
998	3706.018414
999	3705.873049
